#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
114,-144.89838130036765,483.6125148117117,0.020780882334166598
115,-156.69161748336347,547.0611994816826,0.020780882334166598
116,-162.19110240080798,572.6297171833908,0.020780882334166598
117,-159.189432740747,553.501297059484,0.020780882334166598
118,-155.1889510004653,527.1209743051622,0.020780882334166598
119,-159.75114678438385,558.5368952149119,0.020780882334166598
120,-170.65716882791932,619.3403443753833,0.020780882334166598
121,-178.91814112221368,666.4760470897929,0.020780882334166598
122,-179.07306848821747,666.1043503488637,0.020780882334166598
123,-175.1502768746566,648.5834019849749,0.020780882334166598
124,-175.75784067473714,653.2689364014398,0.020780882334166598
125,-183.29522916256428,699.8277071312561,0.020780882334166598
126,-190.90438036301063,750.7712540561031,0.020780882334166598
127,-190.27159162035971,761.8603622760667,0.020780882334166598
128,-180.91980910471466,704.9842318561916,0.020780882334166598
129,-170.94170098425832,638.5761178567043,0.020780882334166598
130,-167.051313351183,611.6140357292232,0.020780882334166598
131,-167.68614710684446,619.5089427672583,0.020780882334166598
132,-166.61540683704587,613.806113354496,0.020780882334166598
133,-161.24160673696574,581.9339462591033,0.020780882334166598
134,-152.10214878375578,519.4628221441096,0.020780882334166598
135,-143.07378933371248,468.44400886246257,0.020780882334166598
136,-137.9949173518844,414.12359992812674,0.020780882334166598
137,-139.71640158131808,423.60034544897167,0.020780882334166598
138,-143.86966262053227,440.0778522270835,0.020780882334166598
139,-144.96599312289186,449.2387510971326,0.020780882334166598
140,-145.0635322990538,457.5307130563932,0.020780882334166598
141,-145.14171973187652,444.33220590524695,0.020780882334166598
142,-147.62047822239384,463.52335223752,0.020780882334166598
143,-152.05204085378813,496.6760268982889,0.020780882334166598
144,-154.7783287379853,502.837993321133,0.020780882334166598
145,-154.2986813529631,496.21117153692325,0.020780882334166598
146,-151.63117090604663,478.5349972364896,0.020780882334166598
147,-151.11756645778692,486.0102033286123,0.020780882334166598
148,-156.25326880755188,513.7065916971696,0.020780882334166598
149,-164.02208206026575,565.5191635239509,0.020780882334166598
150,-167.90183023235733,586.9827392037531,0.020780882334166598
151,-166.9571830935217,597.8431399140784,0.020780882334166598
152,-165.05128102947234,572.9281782319631,0.020780882334166598
153,-165.29160750183365,585.5192396795387,0.020780882334166598
154,-169.5989132050681,627.8235816448586,0.020780882334166598
155,-174.09148061874922,665.0009981814295,0.020780882334166598
156,-172.99852849024782,654.5609809403672,0.020780882334166598
157,-164.76140030992687,584.3325524137042,0.020780882334166598
158,-155.7912339909722,522.4327918950997,0.020780882334166598
159,-154.21428225032452,490.88128734932695,0.020780882334166598
160,-159.424120090576,518.429328274882,0.020780882334166598
161,-164.49999606430563,546.0340951307576,0.020780882334166598
162,-163.29607728646178,535.9392830203243,0.020780882334166598
163,-157.18027436937552,504.18638734926515,0.020780882334166598
164,-151.61165397792374,485.5491549224266,0.020780882334166598
165,-151.9435750286314,479.09484143465653,0.020780882334166598
166,-158.46190793734542,494.0803503372705,0.020780882334166598
167,-162.130429959449,524.9579394697939,0.020780882334166598
168,-158.06005265914862,490.04879360714034,0.020780882334166598
169,-151.5217887611396,444.5703361666162,0.020780882334166598
170,-149.21552278847872,427.35595808460556,0.020780882334166598
171,-153.37221778155524,447.2953821562315,0.020780882334166598
172,-158.63167796397914,471.0233442480677,0.020780882334166598
173,-160.3799015729156,478.52818118374375,0.020780882334166598
174,-158.10084694654267,466.53953382914636,0.020780882334166598
175,-154.51678106492596,464.7967298944519,0.020780882334166598
176,-152.70065788906356,448.79017626857075,0.020780882334166598
177,-155.27514931097022,469.9402510110174,0.020780882334166598
178,-159.54914700904968,493.5691305893775,0.020780882334166598
179,-160.40522636423617,502.1651686590717,0.020780882334166598
180,-157.1571284089249,493.10096019605,0.020780882334166598
181,-154.9415287710384,468.6692445174861,0.020780882334166598
182,-156.7258747151026,473.616241591175,0.020780882334166598
183,-162.11538853943568,503.58653220647045,0.020780882334166598
184,-168.5313729509607,551.7196241263955,0.020780882334166598
185,-172.91790478789238,573.697120903972,0.020780882334166598
186,-175.5114394535583,598.6858389253858,0.020780882334166598
187,-177.8401560546818,602.5397955168534,0.020780882334166598
188,-182.31743376581548,616.8414638378434,0.020780882334166598
189,-188.7302485759654,641.0682437484965,0.020780882334166598
190,-192.56659287540677,660.8029982600833,0.020780882334166598
191,-192.33750137160436,660.9456282406995,0.020780882334166598
192,-189.25008331471633,631.4785217951141,0.020780882334166598
193,-186.08140914596441,614.4792031737379,0.020780882334166598
194,-181.7572284784562,582.9992305503102,0.020780882334166598
195,-174.38392139761518,545.737346595867,0.020780882334166598
196,-165.81520014400863,492.1041931294152,0.020780882334166598
197,-158.7797483583152,432.35827339958354,0.020780882334166598
198,-154.8381027145535,402.0092752367038,0.020780882334166598
199,-154.22011940471043,393.92133567320553,0.020780882334166598
200,-155.76969479816412,402.52792976965566,0.020780882334166598
201,-158.19694208047977,417.5647785741005,0.020780882334166598
202,-163.4168864516001,433.92423088854093,0.020780882334166598
203,-171.15558548569862,477.8059930291346,0.020780882334166598
204,-179.66404943969084,522.7855004307654,0.020780882334166598
205,-185.13257998432073,564.8937737884017,0.020780882334166598
206,-187.2696178092557,570.9038247649767,0.020780882334166598
207,-188.42926934744327,576.4641353914816,0.020780882334166598
208,-189.3378887162288,574.8757643565099,0.020780882334166598
209,-186.35094635253782,549.0874773895874,0.020780882334166598
210,-178.1342800506511,485.1041560118214,0.020780882334166598
211,-168.02361532625613,426.8783280467149,0.020780882334166598
212,-160.37796965259113,381.29620095425656,0.020780882334166598
213,-155.01007189707175,345.5379953775024,0.020780882334166598
214,-150.5098421608411,318.9633467057627,0.020780882334166598
215,-145.88911174036957,291.09215042717204,0.020780882334166598
216,-144.62653705821353,290.60378937184737,0.020780882334166598
217,-148.0181469567536,305.94764180412005,0.020780882334166598
218,-156.2689188462114,358.81328069119814,0.020780882334166598
219,-166.22773482467366,408.98133689927187,0.020780882334166598
220,-172.98361204233495,446.7593411462648,0.020780882334166598
221,-174.14146749820537,455.284672596688,0.020780882334166598
222,-171.1075274054053,428.2511279118359,0.020780882334166598
223,-167.7131548997191,407.758582418431,0.020780882334166598
224,-167.56924233496466,405.43183582698003,0.020780882334166598
225,-168.75251634433698,411.3284917309014,0.020780882334166598
226,-166.82104067025807,394.76338659366087,0.020780882334166598
227,-161.54597823151235,349.7986895654346,0.020780882334166598
228,-155.38089064944384,315.5490547886672,0.020780882334166598
229,-153.57729979603852,294.1477604471064,0.020780882334166598
230,-158.36134740101957,330.394064910253,0.020780882334166598
231,-165.77678948541993,384.30933296904664,0.020780882334166598
232,-172.04603365055283,423.6848475828302,0.020780882334166598
233,-175.21853425512586,442.07485317415694,0.020780882334166598
234,-178.15366381365644,457.33520647053825,0.020780882334166598
235,-184.36661288695964,510.83442017596616,0.020780882334166598
236,-192.51555060775877,563.3417816267356,0.020780882334166598
237,-197.3271136672139,599.626622804115,0.020780882334166598
238,-195.42320485148105,595.4508671456083,0.020780882334166598
239,-188.02082225837722,545.5118229912994,0.020780882334166598
240,-180.80168902185457,498.69015508436104,0.020780882334166598
241,-177.58645866534633,488.0818609642408,0.020780882334166598
242,-178.54718017987483,494.5468174814907,0.020780882334166598
243,-179.61746007235598,503.68992768923624,0.020780882334166598
244,-176.5723211387441,493.0785826910702,0.020780882334166598
245,-169.42161799907223,452.19837014950303,0.020780882334166598
246,-164.08441772077603,415.9115215936895,0.020780882334166598
247,-165.64012537397628,424.6368709628058,0.020780882334166598
248,-172.24863759904554,455.3813104348625,0.020780882334166598
249,-177.98806465150645,482.60847268389625,0.020780882334166598
250,-179.17774160136557,494.55659073999544,0.020780882334166598
251,-177.38399200595092,485.398256244905,0.020780882334166598
252,-177.0694315751132,490.41830877673794,0.020780882334166598
253,-178.87441980164516,508.04392403877875,0.020780882334166598
254,-180.17237114297123,514.0185891023635,0.020780882334166598
255,-177.60056004000543,502.1206366557197,0.020780882334166598
256,-172.15003259542144,456.1401983227997,0.020780882334166598
257,-166.52953047291348,416.5532662240054,0.020780882334166598
258,-163.95443496579767,393.3435837335077,0.020780882334166598
259,-165.40326428921054,397.5511332856959,0.020780882334166598
260,-164.43371654474439,399.00362589141884,0.020780882334166598
261,-157.45577667795325,358.9784621953672,0.020780882334166598
262,-148.81748588857312,306.71028887028854,0.020780882334166598
263,-147.8071306576943,305.8673515587081,0.020780882334166598
264,-154.6220011856418,348.4855162669032,0.020780882334166598
265,-161.1007629565339,388.70051576071427,0.020780882334166598
266,-159.2547782230158,369.18458182161095,0.020780882334166598
267,-153.0922389702631,348.7848164258835,0.020780882334166598
268,-150.6222081640673,335.539465739669,0.020780882334166598
269,-154.7147572857124,358.3057661555322,0.020780882334166598
270,-161.30815671093802,403.29254997823466,0.020780882334166598
271,-165.47201202948926,428.14042570097746,0.020780882334166598
272,-165.41978967788302,430.26421672835545,0.020780882334166598
273,-165.01999749514363,441.6333266941148,0.020780882334166598
274,-167.25287480084057,465.1872100062738,0.020780882334166598
275,-171.47941973314795,488.0690540186825,0.020780882334166598
276,-174.706246052089,511.13518938549373,0.020780882334166598
277,-173.9997253296729,513.5225845424521,0.020780882334166598
278,-169.41439454591503,488.46195048940973,0.020780882334166598
279,-164.22221770121553,458.4469535210256,0.020780882334166598
280,-162.4326199007599,450.75397308800757,0.020780882334166598
281,-164.04986572788545,458.1020841019724,0.020780882334166598
282,-165.74644503709354,469.5243834914031,0.020780882334166598
283,-163.9635083425153,463.00288366880517,0.020780882334166598
284,-160.62604951840768,448.50861768970645,0.020780882334166598
285,-159.58956724218103,443.6660463096624,0.020780882334166598
286,-163.34475578238653,454.7948980494497,0.020780882334166598
287,-170.5004451070787,499.56697273239354,0.020780882334166598
288,-177.44111414784382,523.1574663875952,0.020780882334166598
289,-180.33140734651263,544.3757016332634,0.020780882334166598
290,-180.42706784177466,543.4787219134538,0.020780882334166598
291,-180.12567605170415,547.0291589548068,0.020780882334166598
292,-179.13665702954884,547.9323061911789,0.020780882334166598
293,-176.8281603664055,516.333290170971,0.020780882334166598
294,-173.61057313175868,498.68678190305883,0.020780882334166598
295,-169.56842262563907,481.94714967471356,0.020780882334166598
296,-165.01981657910812,451.8923517411797,0.020780882334166598
297,-160.8748943586606,422.9133999783511,0.020780882334166598
298,-158.89848226808616,412.1529450155437,0.020780882334166598
299,-158.81387184124262,404.62988619071143,0.020780882334166598
300,-158.78032781031868,395.18658789094656,0.020780882334166598
301,-158.5737768377284,394.8512254496274,0.020780882334166598
302,-159.68221797812845,400.15669784734774,0.020780882334166598
303,-165.31023819316195,437.6822169255782,0.020780882334166598
304,-174.579724077143,484.54082735640793,0.020780882334166598
305,-181.7865756370612,529.0089446413609,0.020780882334166598
306,-181.7631460623057,530.1245052309382,0.020780882334166598
307,-176.12260696206232,505.8013205282554,0.020780882334166598
308,-170.78751214152257,471.2496414884007,0.020780882334166598
309,-170.7772755191113,470.52937062775095,0.020780882334166598
310,-174.51739113782085,495.28650380264423,0.020780882334166598
311,-174.88237025285477,508.410092686365,0.020780882334166598
312,-167.1573048296333,459.62836187884403,0.020780882334166598
313,-158.0421323167023,404.65278663247983,0.020780882334166598
314,-157.72850334193274,405.0998278749234,0.020780882334166598
315,-167.21760584915472,460.148277044659,0.020780882334166598
316,-176.73494117794004,517.7646865608962,0.020780882334166598
317,-178.9307798219143,526.4172798758685,0.020780882334166598
318,-177.03122540386767,522.394503627684,0.020780882334166598
319,-179.49411244912392,543.5117834732272,0.020780882334166598
320,-188.61737820909988,587.5239133831901,0.020780882334166598
321,-197.92869351460396,653.8358428258649,0.020780882334166598
322,-198.45671961541606,654.1354590017891,0.020780882334166598
323,-189.21368091335347,600.9584158490115,0.020780882334166598
324,-175.83759445588498,536.1683134245413,0.020780882334166598
325,-166.00643096580353,477.6574455327435,0.020780882334166598
326,-163.08308372857383,450.5786359161613,0.020780882334166598
327,-162.93978262658754,431.74655604047416,0.020780882334166598
328,-159.53555614188193,404.54682524751496,0.020780882334166598
329,-154.29100266571683,375.6483867906472,0.020780882334166598
330,-155.23399993659478,386.7410367069418,0.020780882334166598
331,-163.74940428914434,439.92228742245106,0.020780882334166598
332,-173.1154208904656,506.39383485383206,0.020780882334166598
333,-175.6563691366066,541.673076175547,0.020780882334166598
334,-172.43310930510378,517.7950564634235,0.020780882334166598
335,-170.78124149723968,499.26280108686825,0.020780882334166598
336,-174.00412497600442,525.23086108739,0.020780882334166598
337,-177.13112713078849,549.3845687093321,0.020780882334166598
338,-175.19894752027298,532.428387142588,0.020780882334166598
339,-169.98544686183544,500.55591584386394,0.020780882334166598
340,-167.11610552200165,478.94315694152914,0.020780882334166598
341,-170.27265397283216,502.6973862878634,0.020780882334166598
342,-174.73715397751056,541.6009583505945,0.020780882334166598
343,-173.5601680207174,527.9904641087422,0.020780882334166598
344,-167.26098803870218,484.7117524751776,0.020780882334166598
345,-163.3060800855427,459.0568197936921,0.020780882334166598
346,-166.5644719910698,478.07878502912996,0.020780882334166598
347,-172.21372848359374,500.7110693076252,0.020780882334166598
348,-173.33709418329465,507.364377161574,0.020780882334166598
349,-169.02710028057402,473.99507115295006,0.020780882334166598
350,-165.6613081149256,455.7090352180747,0.020780882334166598
351,-166.96681097824248,462.0130498563425,0.020780882334166598
352,-171.41062997888304,484.17761122486405,0.020780882334166598
353,-176.02309135136719,509.55296866729407,0.020780882334166598
354,-176.95482508824782,499.54184228631135,0.020780882334166598
355,-174.33116006978864,478.46080562318775,0.020780882334166598
356,-172.77218471069492,476.08665390032996,0.020780882334166598
357,-174.22710506608044,486.7716588522651,0.020780882334166598
358,-177.61117986768406,501.48410557131615,0.020780882334166598
359,-179.96980709029904,513.4843601759375,0.020780882334166598
360,-179.73433130807618,503.21067201778334,0.020780882334166598
361,-179.31609319920386,475.96460538095465,0.020780882334166598
362,-183.12131815762618,503.8955262543626,0.020780882334166598
363,-188.79769871928713,534.8204596405568,0.020780882334166598
364,-191.30825767860188,550.5453504893042,0.020780882334166598
365,-187.15887196606596,544.4726646684315,0.020780882334166598
366,-177.83680616035886,478.85675031309967,0.020780882334166598
367,-169.08027650143848,420.04897066931744,0.020780882334166598
368,-166.5599238837727,398.5983909594054,0.020780882334166598
369,-169.35562758325804,415.8134748388305,0.020780882334166598
370,-171.71469823810574,429.65603715449276,0.020780882334166598
371,-170.47042751920165,417.82855136485875,0.020780882334166598
372,-167.72450161356915,402.7831451469689,0.020780882334166598
373,-170.0808249833073,413.8563421350823,0.020780882334166598
374,-178.9036502649365,466.8517826534123,0.020780882334166598
375,-185.88316159173874,534.938176276096,0.020780882334166598
376,-182.13668201453578,536.8665090190755,0.020780882334166598
377,-171.04875435163723,474.1526830895529,0.020780882334166598
378,-162.9975788629963,416.18502051055117,0.020780882334166598
379,-163.49211639310047,423.6047878517314,0.020780882334166598
380,-169.34405894007472,453.4354322783165,0.020780882334166598
381,-171.11044293607006,466.4383472616656,0.020780882334166598
382,-162.4000543176089,406.4191599833393,0.020780882334166598
383,-147.9105071007388,315.8323496280003,0.020780882334166598
384,-141.36083449831185,257.8095516210773,0.020780882334166598
385,-150.70592806674972,320.3634301551765,0.020780882334166598
386,-166.6844310907138,424.83844944966194,0.020780882334166598
387,-173.85135641788915,462.4966382538475,0.020780882334166598
388,-169.7829683105731,439.99205108412536,0.020780882334166598
389,-164.31932101094858,398.9193459465671,0.020780882334166598
390,-167.36267433982476,415.4762333853627,0.020780882334166598
391,-178.87908762786554,490.7207796833766,0.020780882334166598
392,-190.09601243889418,569.2995314263683,0.020780882334166598
393,-192.88353023483526,596.2575673089375,0.020780882334166598
394,-186.91723898795706,562.3533939978327,0.020780882334166598
395,-179.64030896547516,520.6987485937683,0.020780882334166598
396,-179.64283727426192,517.3504473032908,0.020780882334166598
397,-181.89481829137415,515.2220669769581,0.020780882334166598
398,-175.48702696185745,469.86817145171705,0.020780882334166598
399,-162.0460499082172,390.7111449221025,0.020780882334166598
400,-154.3680693221389,338.58187771851505,0.020780882334166598
401,-158.66007858071958,365.7390890317727,0.020780882334166598
402,-169.6705530276353,427.8322371890774,0.020780882334166598
403,-177.7144067691491,470.7525771435349,0.020780882334166598
404,-176.77459782337877,466.94640127582613,0.020780882334166598
405,-171.65877124153317,436.0849078372262,0.020780882334166598
406,-169.60342321136883,420.1331754722173,0.020780882334166598
407,-174.48379430678142,451.18667797287446,0.020780882334166598
408,-180.7187630536865,488.36630299755234,0.020780882334166598
409,-182.83115304653222,512.2589679092428,0.020780882334166598
410,-177.87056490143047,485.86148255575284,0.020780882334166598
411,-169.6636013502479,444.37285870618075,0.020780882334166598
412,-163.55061859299903,403.23839475069394,0.020780882334166598
413,-162.53318094739944,396.57055775131005,0.020780882334166598
414,-165.47865634757068,416.6735301714341,0.020780882334166598
415,-168.93194913516547,440.7969110902099,0.020780882334166598
416,-168.28249806536027,443.6516060113424,0.020780882334166598
417,-165.3440353208774,426.9140573049098,0.020780882334166598
418,-164.79775374240043,428.3778645223575,0.020780882334166598
419,-170.30716716332836,461.13248906291875,0.020780882334166598
420,-177.11180286151532,496.4771702353603,0.020780882334166598
421,-176.81133194356102,502.79642984660035,0.020780882334166598
422,-168.39171057892497,452.02568045548975,0.020780882334166598
423,-161.00600567043313,410.28453090229345,0.020780882334166598
424,-161.7442406385789,412.2318142083591,0.020780882334166598
425,-167.77340060364503,441.38426412660743,0.020780882334166598
426,-168.05823528277833,434.60899534719334,0.020780882334166598
427,-160.6567410583617,394.0075791226443,0.020780882334166598
428,-152.79959402244148,357.02832537981993,0.020780882334166598
429,-152.87388903184512,355.7456001531318,0.020780882334166598
430,-162.59732621331784,416.3001403278681,0.020780882334166598
431,-175.09755198345894,494.4316549676437,0.020780882334166598
432,-181.12863897531304,537.346755585123,0.020780882334166598
433,-178.53885219750842,521.3037382875508,0.020780882334166598
434,-173.6004894390655,495.64636179225965,0.020780882334166598
435,-174.69910627645956,508.7472693300278,0.020780882334166598
436,-179.22443762305886,534.2174392565322,0.020780882334166598
437,-178.3246782183735,528.6256820808738,0.020780882334166598
438,-170.42223250884152,486.24561830403434,0.020780882334166598
439,-162.24229580640676,441.7011320405135,0.020780882334166598
440,-158.8991187956187,415.6979417081459,0.020780882334166598
441,-160.91446610866353,432.86945196796967,0.020780882334166598
442,-165.14845157193477,473.61532381475286,0.020780882334166598
443,-167.1183878656509,487.1814780096657,0.020780882334166598
444,-165.0656168150244,477.05496097558773,0.020780882334166598
445,-160.89504532024984,442.38830438859696,0.020780882334166598
446,-159.75087576187596,434.8712427965041,0.020780882334166598
447,-165.21828805415402,473.5278886687746,0.020780882334166598
448,-174.97431514168647,530.6414182983302,0.020780882334166598
449,-184.37048477632507,584.7475370165289,0.020780882334166598
450,-188.21063706592506,606.9749701648515,0.020780882334166598
451,-184.1656715337758,588.4663832189749,0.020780882334166598
452,-175.28750283737034,532.4800656190408,0.020780882334166598
453,-168.74870143858013,493.70573860973434,0.020780882334166598
454,-168.55763445117037,494.22904134790315,0.020780882334166598
455,-169.79920186541688,498.5023039699806,0.020780882334166598
456,-165.8485065808124,478.246161409754,0.020780882334166598
457,-156.14269449574914,415.545539179148,0.020780882334166598
458,-147.78830397982202,367.78991603032085,0.020780882334166598
459,-147.77555475413973,364.2339036282741,0.020780882334166598
460,-155.76352738300105,423.4260516601751,0.020780882334166598
461,-164.82992116953585,474.82295156479756,0.020780882334166598
462,-167.2691577362668,487.1424468606003,0.020780882334166598
463,-164.48471042689295,464.63191135171235,0.020780882334166598
464,-165.5707262824775,462.1510325933596,0.020780882334166598
465,-172.14289655107802,497.5277081348931,0.020780882334166598
466,-175.87350644498167,523.5675090781091,0.020780882334166598
467,-171.2893902959447,482.82058869659517,0.020780882334166598
468,-164.44168847935705,440.9490127417814,0.020780882334166598
469,-163.4379612498899,432.57879730721464,0.020780882334166598
470,-168.77375564693546,460.7620508856283,0.020780882334166598
471,-173.24789934265468,487.3043514030724,0.020780882334166598
472,-172.80105228875064,482.02980059306924,0.020780882334166598
473,-170.6748338557978,456.23322893068075,0.020780882334166598
474,-171.04226503329255,470.23366458448675,0.020780882334166598
475,-175.3354171282751,496.80872305126803,0.020780882334166598
476,-175.76382793655108,512.5267787450537,0.020780882334166598
477,-166.38287442710305,453.5849665914501,0.020780882334166598
478,-151.99005635112616,368.7450858673761,0.020780882334166598
479,-145.1587393631612,324.4383148882128,0.020780882334166598
480,-152.42059814041409,367.61899259273895,0.020780882334166598
481,-167.69999967329758,454.34158869073383,0.020780882334166598
482,-178.30332211008493,520.8136511418985,0.020780882334166598
483,-178.15164872038338,527.7482654720893,0.020780882334166598
484,-173.38371180975278,499.96842944443495,0.020780882334166598
485,-173.12862097435294,512.7318148065241,0.020780882334166598
486,-180.20708800138667,549.4491607972307,0.020780882334166598
487,-189.07471748488922,608.5952722547288,0.020780882334166598
488,-191.14930505113145,621.4211262868664,0.020780882334166598
489,-184.24278046118553,579.7324377991922,0.020780882334166598
490,-173.7682822924695,513.5107681324333,0.020780882334166598
491,-166.31354792673477,459.0403841884171,0.020780882334166598
492,-164.953676165002,444.7328938581057,0.020780882334166598
493,-166.50664007029556,444.6376575434983,0.020780882334166598
494,-167.70609932896724,440.21669553847306,0.020780882334166598
495,-165.29461185146286,425.9738483687381,0.020780882334166598
496,-159.34791289466293,380.2676886745604,0.020780882334166598
497,-153.96160705130623,351.0474351237986,0.020780882334166598
